7001	1.853
7009	2.433
7017	1.783
7025	2.131
7033	1.934
7041	1.732
7049	2.254
7057	2.13
7065	2.213
7073	2.639
7081	2.185
7089	2.141
7097	1.746
7105	1.992
7113	2.198
7121	2.207
7129	2.337
7137	2.165
7145	2.276
7153	2.259
7161	2.14
7169	1.894
7177	1.581
7185	1.929
7193	1.876
7201	2.172
7209	2.061
7217	1.979
7225	2.326
7233	1.549
7241	1.907
7249	1.713
7257	1.967
7265	2.022
7273	2.147
7281	1.661
7289	1.629
7297	2.033
7305	2.185
7313	1.653
7321	1.492
7329	2.353
7337	2.096
7345	1.963
7353	2.114
7361	1.904
7369	2.296
7377	1.82
7385	1.943
7393	2.093
7401	2.29
7409	1.826
7417	2.543
7425	2.297
7433	2.088
7441	1.499
7449	2.077
7457	2.126
7465	2.107
7473	1.789
7481	2.527
7489	2.033
7497	1.993
7505	2.1
7513	2.406
7521	2.546
7529	2.104
7537	1.77
7545	2.454
7553	1.914
7561	1.913
7569	2.36
7577	1.725
7585	2.288
7593	2.475
7601	2.073
7609	2.611
7617	2.639
7625	2.456
7633	2.314
7641	2.704
7649	2.625
7657	2.403
7665	2.459
7673	2.335
7681	2.675
7689	2.67
7697	2.536
7705	2.504
7713	2.473
7721	2.117
7729	3.332
7737	2.491
7745	2.499
7753	2.781
7761	2.115
7769	2.104
7777	2.479
7785	2.169
7793	2.286
7801	2.339
7809	2.5
7817	1.999
7825	2.115
7833	1.933
7841	2.252
7849	2.171
7857	2.614
7865	2.248
7873	2.537
7881	1.76
7889	2.197
7897	2.618
7905	1.519
7913	1.733
7921	1.916
7929	1.309
7937	2.253
7945	1.62
7953	1.713
7961	1.631
7969	1.804
7977	1.591
7985	1.761
7993	2.209
8001	1.904
8009	1.825
8017	1.735
8025	2.406
8033	2.24
8041	1.754
8049	2.138
8057	2.114
8065	1.574
8073	1.621
8081	1.758
8089	1.901
8097	1.835
8105	2.172
8113	1.908
8121	1.988
8129	1.356
8137	1.431
8145	1.868
8153	1.81
8161	1.518
8169	1.162
8177	1.748
8185	1.946
8193	1.35
8201	2.043
8209	1.291
8217	1.408
8225	1.656
8233	1.518
8241	1.362
8249	1.484
8257	1.096
8265	1.599
8273	1.195
8281	1.593
8289	1.602
8297	1.418
8305	1.678
8313	1.292
8321	1.825
8329	1.255
8337	1.395
8345	1.238
8353	1.405
8361	1.573
8369	1.493
8377	1.386
8385	1.591
8393	1.648
8401	1.763
8409	1.778
8417	1.828
8425	1.443
8433	1.559
8441	1.671
8449	1.551
8457	1.643
8465	1.657
8473	1.94
8481	1.674
8489	2.613
8497	1.677
8505	2.117
8513	2.301
8521	2.022
8529	2.445
8537	1.889
8545	1.788
8553	2.247
8561	2.26
8569	2.078
8577	2.021
8585	2.07
8593	2.165
8601	1.937
8609	1.849
8617	2.282
8625	1.998
8633	1.87
8641	2.5
8649	2.166
8657	2.131
8665	1.919
8673	2.22
8681	2.178
8689	2.075
8697	2.037
8705	2.19
8713	1.885
8721	1.881
8729	2.293
8737	2.123
8745	1.729
8753	2.108
8761	2.33
8769	1.974
8777	1.956
8785	2.104
8793	2.041
8801	1.89
8809	1.494
8817	1.993
8825	2.086
8833	2.269
8841	2.156
8849	2.149
8857	1.957
8865	1.95
8873	1.871
8881	2.014
8889	1.832
8897	2.085
8905	1.774
8913	1.605
8921	1.995
8929	1.89
8937	1.687
8945	1.789
8953	1.539
8961	1.942
8969	1.583
8977	1.788
8985	2.004
8993	1.664
9001	1.552
9009	1.902
9017	1.676
9025	1.379
9033	1.16
9041	1.731
9049	1.571
9057	1.824
9065	2.073
9073	1.466
9081	1.819
9089	1.779
9097	2.051
9105	1.645
9113	1.771
9121	1.42
9129	1.682
9137	1.432
9145	1.831
9153	1.962
9161	1.476
9169	1.784
9177	1.433
9185	1.272
9193	1.448
9201	1.354
9209	2.011
9217	1.84
9225	1.989
9233	2.006
9241	2.3
9249	1.599
9257	1.954
9265	1.915
9273	2.007
9281	1.855
9289	2.126
9297	1.554
9305	1.652
9313	1.608
9321	1.566
9329	1.821
9337	1.955
9345	1.816
9353	2.231
9361	2.153
9369	1.932
9377	1.825
9385	2.316
9393	1.95
9401	1.458
9409	1.194
9417	1.958
9425	2.062
9433	2.282
9441	1.446
9449	2.325
9457	2.19
9465	2.146
9473	2.133
9481	2.298
9489	2.335
9497	1.984
9505	2.404
9513	1.681
9521	1.804
9529	1.88
9537	1.715
9545	1.686
9553	1.547
9561	1.531
9569	1.795
9577	1.589
9585	2.428
9593	1.64
9601	1.439
9609	1.551
9617	1.582
9625	2.196
9633	1.614
9641	1.732
9649	1.716
9657	2.198
9665	1.923
9673	2.211
9681	1.953
9689	2.004
9697	2.13
9705	2.572
9713	2.244
9721	2.161
9729	2.309
9737	1.502
9745	2.268
9753	2.001
9761	2.001
9769	2.251
9777	2.162
9785	1.626
9793	1.917
9801	1.708
9809	2.173
9817	1.642
9825	1.725
9833	1.742
9841	1.915
9849	1.773
9857	1.898
9865	2.206
9873	2.036
9881	1.686
9889	1.762
9897	1.808
9905	1.662
9913	1.841
9921	1.768
9929	1.805
9937	2.159
9945	1.986
9953	1.998
9961	2.135
9969	1.805
9977	2.009
9985	1.618
9993	1.496
10001	1.311
10009	1.642
10017	1.696
10025	1.582
10033	1.616
10041	1.824
10049	1.789
10057	1.811
10065	2.262
10073	2.246
10081	1.748
10089	2.169
10097	1.818
10105	1.567
10113	1.516
10121	1.756
10129	2.168
10137	2.174
10145	2.2
10153	1.486
10161	1.338
10169	1.697
10177	1.771
10185	1.445
10193	1.892
10201	1.706
10209	2.303
10217	1.96
10225	1.892
10233	2.223
10241	1.968
10249	1.616
10257	1.93
10265	1.957
10273	2.181
10281	2.33
10289	1.864
10297	2.371
10305	1.795
10313	2.181
10321	2.401
10329	2.068
10337	1.687
10345	1.593
10353	1.574
10361	1.941
10369	1.688
10377	1.548
10385	1.448
10393	2.017
10401	1.489
10409	1.574
10417	1.641
10425	1.323
10433	1.443
10441	1.474
10449	1.767
10457	1.523
10465	1.877
10473	1.817
10481	1.975
10489	2.233
10497	1.692
10505	1.66
10513	1.445
10521	1.543
10529	1.911
10537	1.729
10545	1.66
10553	1.857
10561	1.524
10569	1.854
10577	1.657
10585	2.147
10593	1.866
10601	2.032
10609	1.743
10617	2.081
10625	1.675
10633	2.081
10641	2.149
10649	1.909
10657	2.072
10665	1.309
10673	1.742
10681	1.564
10689	1.905
10697	2.258
10705	1.713
10713	1.811
10721	1.1
10729	1.609
10737	1.978
10745	1.99
10753	1.102
10761	2.02
10769	1.673
10777	2.435
10785	2.008
10793	2.269
10801	2.135
10809	2.644
10817	1.777
10825	2.191
10833	1.486
10841	1.948
10849	2.235
10857	2.309
10865	2.777
10873	2.625
10881	2.223
10889	2.365
10897	2.342
10905	2.288
10913	1.888
10921	2.137
10929	2.398
10937	1.609
10945	1.97
10953	2.483
10961	2.035
10969	2.124
10977	1.879
10985	1.874
10993	2.011
11001	2.108
11009	2.445
11017	2.324
11025	2.506
11033	2.137
11041	1.936
11049	2.17
11057	2.074
11065	2.378
11073	2.226
11081	1.818
11089	2.12
11097	1.773
11105	2.186
11113	2.494
